name,nickname,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,age,total_fights,win_rate,loss_rate,draw_rate,win_loss_ratio
Todd Moore,The Beast,16,7,0,175.26,77.11,180.34,Southpaw,1983-12-30,1.83,26.0,2.3,57.0,0.78,14.0,54.0,0.0,41,23,0.6956521739130435,0.30434782608695654,0.0,2.0
Jeremy Larsen,The Beast,8,5,0,177.8,65.77,177.8,Orthodox,1984-05-18,4.87,48.0,5.75,57.0,2.49,33.0,0.0,0.0,41,13,0.6153846153846154,0.38461538461538464,0.0,1.3333333333333333
Zach Zane,The Hurricane,10,7,0,170.18,65.77,175.26,Southpaw,1989-12-14,0.87,56.0,6.67,20.0,0.0,0.0,26.0,0.0,35,17,0.5882352941176471,0.4117647058823529,0.0,1.25
Jared Chaffee,The Beast,5,2,0,177.8,70.31,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,7,0.7142857142857143,0.2857142857142857,0.0,1.6666666666666667
Takafumi Otsuka,The Beast,22,13,2,167.64,63.05,181.80887362637364,Orthodox,1987-01-21,1.29,27.0,2.12,67.0,1.64,27.0,65.0,0.0,38,37,0.5945945945945946,0.35135135135135137,0.05405405405405406,1.5714285714285714
Anthony Taylor,Pretty Boy,1,3,0,170.18,65.77,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,4,0.25,0.75,0.0,0.25
Adam Antolin,Captain Chaos,12,3,0,165.1,56.7,160.02,Orthodox,1982-02-28,5.73,52.0,5.0,69.0,0.0,0.0,100.0,0.0,43,15,0.8,0.2,0.0,3.0
Todd Lally,The Beast,2,1,0,170.18,65.77,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,3,0.6666666666666666,0.3333333333333333,0.0,1.0
James Wallace,Jesse,5,2,0,177.8,70.31,175.26,Orthodox,1992-11-17,0.52,28.0,3.41,35.0,0.0,0.0,0.0,0.0,32,7,0.7142857142857143,0.2857142857142857,0.0,1.6666666666666667
CM Punk,The Beast,0,1,0,185.42,77.11,185.42,Orthodox,1978-10-26,1.1,23.0,4.87,40.0,0.87,11.0,0.0,0.0,46,1,0.0,1.0,0.0,0.0
Cleber Luciano,The Beast,14,6,0,167.64,70.31,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,20,0.7,0.3,0.0,2.0
Denis Tiuliulin,The Beast,10,9,0,185.42,83.91,195.58,Orthodox,1988-05-17,4.5,41.0,6.15,36.0,0.0,0.0,73.0,0.0,37,19,0.5263157894736842,0.47368421052631576,0.0,1.0
Daniel Marcos,Soncora,15,0,0,170.18,61.23,175.26,Orthodox,1993-03-07,4.88,46.0,3.7,69.0,0.4,50.0,89.0,0.0,32,15,1.0,0.0,0.0,15.0
Austen Lane,The Beast,12,4,0,198.12,111.13,203.2,Orthodox,1987-11-09,4.48,47.0,2.85,48.0,0.0,0.0,0.0,0.0,37,16,0.75,0.25,0.0,2.4
Carli Judice,Crispy,3,1,0,170.18,56.7,172.72,Southpaw,1999-03-02,11.2,57.0,12.27,54.0,0.0,0.0,50.0,0.0,26,4,0.75,0.25,0.0,1.5
Juan Mott,The Beast,3,4,0,182.88,86.18,181.80887362637364,Switch,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,7,0.42857142857142855,0.5714285714285714,0.0,0.6
Kevin Aguilar,Angel of Death,17,5,0,170.18,70.31,185.42,Orthodox,1988-09-07,3.96,40.0,4.81,52.0,0.16,16.0,78.0,0.0,37,22,0.7727272727272727,0.22727272727272727,0.0,2.8333333333333335
Elise Reed,The Beast,7,4,0,160.02,52.16,160.02,Orthodox,1992-12-05,2.66,49.0,3.06,52.0,0.58,60.0,42.0,0.0,32,11,0.6363636363636364,0.36363636363636365,0.0,1.4
Rashad Evans,Suga,19,8,1,182.88,92.99,190.5,Orthodox,1979-09-25,2.14,37.0,2.42,63.0,2.98,44.0,73.0,0.0,45,28,0.6785714285714286,0.2857142857142857,0.03571428571428571,2.111111111111111
Lionel Lanham,The Beast,5,1,0,178.23432467873064,92.99,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,6,0.8333333333333334,0.16666666666666666,0.0,2.5
Mike de la Torre,El Cucuy,14,7,0,180.34,65.77,180.34,Orthodox,1986-09-22,3.21,39.0,4.75,51.0,0.36,16.0,83.0,0.0,38,21,0.6666666666666666,0.3333333333333333,0.0,1.75
Alberto Uda,The Beast,12,2,0,190.5,83.91,181.80887362637364,Orthodox,1984-08-08,1.79,52.0,3.49,45.0,2.83,50.0,66.0,0.0,41,14,0.8571428571428571,0.14285714285714285,0.0,4.0
Chase Gibson,El Guero,9,5,0,177.8,70.31,182.88,Orthodox,1990-02-07,3.13,54.0,6.4,52.0,0.0,0.0,0.0,0.0,35,14,0.6428571428571429,0.35714285714285715,0.0,1.5
Jose Augusto,Gugu,6,2,0,190.5,113.85,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,8,0.75,0.25,0.0,2.0
Joao Elias,Alicate,17,4,1,160.02,56.7,162.56,Southpaw,1995-01-08,0.4,50.0,6.47,20.0,0.0,0.0,50.0,0.0,30,22,0.7727272727272727,0.18181818181818182,0.045454545454545456,3.4
Joe Giannetti,The Beast,6,1,0,182.88,70.31,187.96,Southpaw,1995-07-05,1.93,38.0,2.8,40.0,1.0,16.0,0.0,0.0,30,7,0.8571428571428571,0.14285714285714285,0.0,3.0
Marcos Bonilla,Murder Marx,4,4,0,177.8,65.77,181.80887362637364,Orthodox,1987-01-21,0.47,12.0,0.47,94.0,0.0,0.0,0.0,0.0,38,8,0.5,0.5,0.0,0.8
Tedd Williams,The Beast,7,1,0,185.42,124.74,181.80887362637364,Orthodox,1969-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,8,0.875,0.125,0.0,3.5
Arman Ashimov,Mustafa Ozturik,11,3,1,167.64,56.7,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,15,0.7333333333333333,0.2,0.06666666666666667,2.75
Daniel Allen,The Beast,5,0,0,182.88,70.31,190.5,Southpaw,1992-08-10,7.6,51.0,5.87,53.0,2.0,66.0,100.0,0.0,33,5,1.0,0.0,0.0,5.0
Rana Rudra Pratap Singh,Ashwathama,11,2,0,177.8,61.23,175.26,Orthodox,1997-05-09,0.0,0.0,9.05,27.0,0.0,0.0,0.0,0.0,28,13,0.8461538461538461,0.15384615384615385,0.0,3.6666666666666665
Cindy Dandois,Battlecat,8,3,0,170.18,61.23,181.80887362637364,Orthodox,1984-10-26,3.13,32.0,3.4,58.0,5.0,55.0,0.0,0.0,40,11,0.7272727272727273,0.2727272727272727,0.0,2.0
Errol Zimmerman,The Bonecrusher,0,1,0,190.5,83.91,181.80887362637364,Orthodox,1986-04-20,2.95,42.0,0.0,0.0,0.0,0.0,0.0,0.0,39,1,0.0,1.0,0.0,0.0
Kyle Sturgeon,The Beast,0,1,0,190.5,102.06,181.80887362637364,Switch,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,1,0.0,1.0,0.0,0.0
Jorge Gonzalez,Street,16,4,0,187.96,92.99,193.04,Orthodox,1984-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,20,0.8,0.2,0.0,3.2
Philipe Lins,Monstro,17,5,0,187.96,92.99,198.12,Orthodox,1985-08-17,3.59,46.0,3.73,44.0,1.55,35.0,100.0,0.0,40,22,0.7727272727272727,0.22727272727272727,0.0,2.8333333333333335
Yao Zhikui,The Conqueror,2,4,0,165.1,56.7,162.56,Orthodox,1991-02-07,1.44,21.0,2.82,48.0,0.66,16.0,58.0,0.0,34,6,0.3333333333333333,0.6666666666666666,0.0,0.4
Andrei Kopylov,The Beast,6,11,0,187.96,120.2,181.80887362637364,Orthodox,1965-07-16,0.33,66.0,4.31,40.0,0.0,0.0,0.0,0.0,60,17,0.35294117647058826,0.6470588235294118,0.0,0.5
Larissa Pacheco,The Beast,10,2,0,170.18,61.23,181.80887362637364,Orthodox,1994-09-07,1.21,19.0,4.14,55.0,0.0,0.0,0.0,0.0,31,12,0.8333333333333334,0.16666666666666666,0.0,3.3333333333333335
Chad Sutton,The Beast,2,2,0,185.42,83.91,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,4,0.5,0.5,0.0,0.6666666666666666
Anna Elmose,Panda,3,2,0,160.02,52.16,181.80887362637364,Orthodox,1984-10-06,3.68,49.0,4.64,56.0,0.0,0.0,33.0,0.0,40,5,0.6,0.4,0.0,1.0
Merritt Warren,The Beast,3,3,0,177.8,70.31,181.80887362637364,Southpaw,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,6,0.5,0.5,0.0,0.75
Chris Yee,The Beast,4,6,0,175.26,83.91,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,10,0.4,0.6,0.0,0.5714285714285714
Johnny Bedford,Brutal,21,13,1,177.8,61.23,180.34,Orthodox,1983-01-06,4.53,50.0,1.75,63.0,1.83,62.0,62.0,0.0,42,35,0.6,0.37142857142857144,0.02857142857142857,1.5
Josh Hendricks,The Beast,19,11,0,187.96,106.59,181.80887362637364,Southpaw,1976-08-28,0.98,20.0,11.8,29.0,0.0,0.0,0.0,0.0,49,30,0.6333333333333333,0.36666666666666664,0.0,1.5833333333333333
Fabian Gonzalez,The Beast,2,1,0,177.8,61.23,181.80887362637364,Orthodox,1987-01-21,3.9,48.0,4.39,51.0,0.0,0.0,66.0,0.0,38,3,0.6666666666666666,0.3333333333333333,0.0,1.0
Leonardo Silva de Oliveira,Cabecao,12,4,0,187.96,83.91,181.80887362637364,Orthodox,1992-04-23,1.07,40.0,0.54,50.0,24.11,50.0,0.0,0.0,33,16,0.75,0.25,0.0,2.4
Garrett Armfield,The Beast,9,3,0,167.64,61.23,177.8,Orthodox,1996-10-09,5.29,44.0,3.52,57.0,0.0,0.0,75.0,0.0,28,12,0.75,0.25,0.0,2.25
Joey Gomez,KO King,6,2,0,177.8,61.23,185.42,Orthodox,1986-07-21,2.44,28.0,4.46,55.0,0.62,100.0,50.0,0.0,39,8,0.75,0.25,0.0,2.0
Takahiro Oba,The Beast,5,7,1,172.72,90.72,181.80887362637364,Southpaw,1987-01-21,0.23,25.0,1.82,69.0,0.0,0.0,0.0,0.0,38,13,0.38461538461538464,0.5384615384615384,0.07692307692307693,0.625
Toby Misech,2 Quick,9,5,0,172.72,65.77,181.80887362637364,Southpaw,1988-03-07,3.27,40.0,7.73,46.0,0.0,0.0,0.0,0.0,37,14,0.6428571428571429,0.35714285714285715,0.0,1.5
Manon Fiorot,The Beast,11,1,0,170.18,56.7,165.1,Orthodox,1990-02-17,6.05,39.0,3.31,69.0,1.36,46.0,91.0,0.0,35,12,0.9166666666666666,0.08333333333333333,0.0,5.5
Tai Bowden,The Beast,1,1,0,180.34,104.33,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,2,0.5,0.5,0.0,0.5
Zach Underwood,The Beast,13,7,0,187.96,83.91,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,20,0.65,0.35,0.0,1.625
Josh Bumgarner,The Beast,6,4,0,185.42,77.11,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,10,0.6,0.4,0.0,1.2
Jonathan Santa Maria,The Beast,3,4,0,175.26,56.7,181.80887362637364,Orthodox,1987-01-21,3.6,51.0,2.53,74.0,0.0,0.0,80.0,0.0,38,7,0.42857142857142855,0.5714285714285714,0.0,0.6
Kyle Levinton,The Beast,0,3,0,178.23432467873064,77.11,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,3,0.0,1.0,0.0,0.0
Falaniko Vitale,Niko,30,11,0,177.8,83.91,181.80887362637364,Orthodox,1974-07-14,1.88,49.0,3.68,47.0,0.72,33.0,86.0,0.0,51,41,0.7317073170731707,0.2682926829268293,0.0,2.5
Tom Duquesnoy,Fire Kid,16,2,0,170.18,61.23,172.72,Orthodox,1993-06-21,3.83,45.0,5.3,62.0,0.42,25.0,46.0,0.0,32,18,0.8888888888888888,0.1111111111111111,0.0,5.333333333333333
Jim Wallhead,Judo,29,11,0,177.8,77.11,181.80887362637364,Orthodox,1984-03-14,3.19,26.0,6.65,49.0,0.0,0.0,100.0,0.0,41,40,0.725,0.275,0.0,2.4166666666666665
Darryl Cobb,The Beast,6,8,0,175.26,83.91,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,14,0.42857142857142855,0.5714285714285714,0.0,0.6666666666666666
Moise Rimbon,Swamp,23,11,3,177.8,92.99,181.80887362637364,Orthodox,1977-04-20,0.8,34.0,1.0,71.0,1.0,50.0,37.0,0.0,48,37,0.6216216216216216,0.2972972972972973,0.08108108108108109,1.9166666666666667
Alfonso Alcarez,The Beast,1,3,1,160.02,65.77,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,5,0.2,0.6,0.2,0.25
Ben Lagman,Bad News,6,5,0,187.96,83.91,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,11,0.5454545454545454,0.45454545454545453,0.0,1.0
John Renken,The Saint,18,28,4,182.88,86.18,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,50,0.36,0.56,0.08,0.6206896551724138
Brandon Sene,The Beast,2,2,0,180.34,92.99,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,4,0.5,0.5,0.0,0.6666666666666666
James Llontop,Goku,14,2,0,182.88,70.31,185.42,Orthodox,1999-08-02,4.93,54.0,1.93,74.0,0.0,0.0,71.0,0.0,26,16,0.875,0.125,0.0,4.666666666666667
Scott Fiedler,The Beast,0,1,0,193.04,106.59,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,1,0.0,1.0,0.0,0.0
Liliya Shakirova,The Beast,8,2,0,162.56,56.7,165.1,Orthodox,1991-10-24,2.7,30.0,2.58,74.0,0.0,0.0,0.0,0.0,33,10,0.8,0.2,0.0,2.6666666666666665
Kaue Fernandes,The Beast,8,2,0,175.26,70.31,185.42,Orthodox,1995-03-17,1.53,54.0,0.87,59.0,1.0,100.0,62.0,0.0,30,10,0.8,0.2,0.0,2.6666666666666665
Andre Walker,The Beast,1,5,0,180.34,92.99,181.80887362637364,Southpaw,1987-01-21,2.28,31.0,4.36,34.0,0.0,0.0,0.0,0.0,38,6,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666
Leiticia Pestova,The Beast,0,2,0,167.64,61.23,181.80887362637364,Orthodox,1984-01-15,0.0,0.0,24.62,44.0,0.0,0.0,0.0,0.0,41,2,0.0,1.0,0.0,0.0
Kelly Velasco,Killer,2,1,0,175.26,61.23,181.80887362637364,Orthodox,1995-05-21,2.27,35.0,5.67,47.0,0.0,0.0,100.0,0.0,30,3,0.6666666666666666,0.3333333333333333,0.0,1.0
Sheldon Westcott,The Beast,10,3,1,185.42,77.11,180.34,Southpaw,1984-08-20,2.26,40.0,3.73,37.0,3.23,37.0,14.0,0.0,41,14,0.7142857142857143,0.21428571428571427,0.07142857142857142,2.5
Anthony Leone,The Beast,15,8,0,167.64,61.23,181.80887362637364,Orthodox,1987-05-27,1.94,53.0,2.52,56.0,1.72,18.0,0.0,0.0,38,23,0.6521739130434783,0.34782608695652173,0.0,1.6666666666666667
Darko Stosic,The Beast,13,4,0,182.88,92.99,193.04,Orthodox,1992-02-09,2.61,45.0,4.04,58.0,3.42,50.0,83.0,0.0,33,17,0.7647058823529411,0.23529411764705882,0.0,2.6
Melissa Martinez,Super Mely,7,1,0,157.48,52.16,167.64,Southpaw,1997-08-18,3.0,57.0,2.53,45.0,1.0,50.0,0.0,0.0,28,8,0.875,0.125,0.0,3.5
Ben Jones,Blitzkrieg,4,4,0,178.23432467873064,83.91,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,8,0.5,0.5,0.0,0.8
Jason Medina,The Beast,21,15,1,175.26,81.65,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,37,0.5675675675675675,0.40540540540540543,0.02702702702702703,1.3125
Nandor Guelmino,The Hun,11,5,1,190.5,104.33,181.80887362637364,Orthodox,1987-01-21,3.62,56.0,3.16,33.0,0.0,0.0,42.0,0.0,38,17,0.6470588235294118,0.29411764705882354,0.058823529411764705,1.8333333333333333
Nick Gibbons,The Beast,2,1,0,177.8,70.31,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,3,0.6666666666666666,0.3333333333333333,0.0,1.0
Andy Ogle,The Little Axe,9,6,0,172.72,65.77,175.26,Orthodox,1989-02-16,2.24,44.0,2.23,50.0,1.44,26.0,58.0,0.0,36,15,0.6,0.4,0.0,1.2857142857142858
Askar Askar,AK-47,11,1,0,170.18,65.77,175.26,Orthodox,1994-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,12,0.9166666666666666,0.08333333333333333,0.0,5.5
Paul Redmond,Redser,12,7,0,177.8,65.77,181.80887362637364,Orthodox,1986-10-20,0.72,34.0,2.99,41.0,0.0,0.0,50.0,0.0,38,19,0.631578947368421,0.3684210526315789,0.0,1.5
Alex Torres,Rolo,5,4,0,177.8,65.77,181.80887362637364,Orthodox,1988-05-29,2.47,37.0,2.73,69.0,2.0,22.0,50.0,0.0,37,9,0.5555555555555556,0.4444444444444444,0.0,1.0
Ednaldo Oliveira,Lula,17,3,1,195.58,92.99,181.80887362637364,Orthodox,1984-02-19,1.03,22.0,1.8,52.0,0.0,0.0,42.0,0.0,41,21,0.8095238095238095,0.14285714285714285,0.047619047619047616,4.25
Rudyard Moncayo,The Beast,0,3,0,177.8,88.45,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,3,0.0,1.0,0.0,0.0
Desmond Torres,The Beast,7,2,0,167.64,61.23,175.26,Orthodox,1997-01-06,4.8,64.0,11.78,48.0,0.0,0.0,100.0,0.0,28,9,0.7777777777777778,0.2222222222222222,0.0,2.3333333333333335
Gerry Harris,The Beast,1,4,0,203.2,122.47,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,5,0.2,0.8,0.0,0.2
Ronal Siahaan,Naga Sakti,7,1,0,170.18,56.7,180.34,Southpaw,1996-05-05,0.63,66.0,6.17,25.0,0.0,0.0,25.0,0.0,29,8,0.875,0.125,0.0,3.5
Masanori Tonooka,The Beast,1,2,0,172.72,83.91,181.80887362637364,Orthodox,1987-01-21,0.16,5.0,1.09,36.0,0.0,0.0,0.0,0.0,38,3,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333
Hidehiko Hasegawa,The Beast,19,20,6,175.26,77.11,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,45,0.4222222222222222,0.4444444444444444,0.13333333333333333,0.9047619047619048
Lodune Sincaid,The Beast,15,9,0,175.26,83.91,181.80887362637364,Orthodox,1973-05-07,2.72,42.0,6.17,57.0,0.0,0.0,75.0,0.0,52,24,0.625,0.375,0.0,1.5
Sarah Kaufman,The Beast,18,4,0,165.1,61.23,167.64,Orthodox,1985-09-20,6.65,46.0,4.0,62.0,0.38,57.0,81.0,0.0,39,22,0.8181818181818182,0.18181818181818182,0.0,3.6
Gideon Ray,The Beast,17,15,1,177.8,83.91,181.80887362637364,Southpaw,1973-05-27,2.08,40.0,2.58,53.0,1.49,100.0,0.0,0.0,52,33,0.5151515151515151,0.45454545454545453,0.030303030303030304,1.0625
Gary Padilla,The Beast,12,6,0,180.34,92.99,181.80887362637364,Orthodox,1987-01-21,2.2,27.0,2.0,76.0,0.0,0.0,50.0,0.0,38,18,0.6666666666666666,0.3333333333333333,0.0,1.7142857142857142
Kwan Ho Kwak,The Beast,9,2,0,165.1,61.23,181.80887362637364,Switch,1989-06-18,3.29,41.0,3.45,47.0,0.78,100.0,26.0,0.0,36,11,0.8181818181818182,0.18181818181818182,0.0,3.0
Mark Robinson,White Rhino,1,0,0,182.88,120.2,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,5.8,13.0,0.0,0.0,0.0,0.0,38,1,1.0,0.0,0.0,1.0
David Blanco,The Beast,2,0,0,170.18,65.77,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,2,1.0,0.0,0.0,2.0
Alessio Sakara,Legionarius,19,11,0,182.88,83.91,182.88,Orthodox,1981-09-02,3.96,47.0,2.8,59.0,2.18,78.0,62.0,0.0,44,30,0.6333333333333333,0.36666666666666664,0.0,1.5833333333333333
Jesse Finney,The Beast,5,1,0,182.88,77.11,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,6,0.8333333333333334,0.16666666666666666,0.0,2.5
Joe Vedepo,The Doctor,18,9,0,182.88,83.91,181.80887362637364,Orthodox,1987-01-21,1.43,42.0,5.71,38.0,1.07,20.0,0.0,0.0,38,27,0.6666666666666666,0.3333333333333333,0.0,1.8
John Phillips,The Welsh Wrecking Machine,22,11,0,180.34,83.91,190.5,Southpaw,1985-06-09,1.72,34.0,4.03,49.0,0.0,0.0,7.0,0.0,40,33,0.6666666666666666,0.3333333333333333,0.0,1.8333333333333333
Neal Ewing,The Beast,6,0,0,178.23432467873064,83.91,181.80887362637364,Orthodox,1987-01-21,2.27,60.0,1.93,48.0,5.0,62.0,0.0,0.0,38,6,1.0,0.0,0.0,6.0
Remco Pardoel,Grizzly,9,6,1,190.5,117.93,181.80887362637364,Southpaw,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,16,0.5625,0.375,0.0625,1.2857142857142858
Alexandre Ferreira,Cacareco,18,6,0,170.18,92.99,181.80887362637364,Orthodox,1979-04-25,2.57,60.0,8.14,42.0,0.0,0.0,0.0,0.0,46,24,0.75,0.25,0.0,2.5714285714285716
Vernon Ramos Ho,The Beast,3,1,0,167.64,77.11,181.80887362637364,Orthodox,1992-06-03,4.0,25.0,8.0,55.0,0.0,0.0,0.0,0.0,33,4,0.75,0.25,0.0,1.5
Angelo Trevino,Baby Monsta,7,3,0,180.34,77.11,181.80887362637364,Switch,1993-06-10,5.19,54.0,3.9,47.0,0.0,0.0,100.0,0.0,32,10,0.7,0.3,0.0,1.75
Ross Ebanez,The Boss,20,10,0,175.26,69.85,181.80887362637364,Southpaw,1975-05-18,0.74,50.0,0.74,62.0,3.7,100.0,0.0,0.0,50,30,0.6666666666666666,0.3333333333333333,0.0,1.8181818181818181
Stanislav Nedkov,Stucky,12,2,0,180.34,92.99,180.34,Orthodox,1981-12-09,3.33,43.0,5.39,43.0,2.77,41.0,0.0,0.0,43,14,0.8571428571428571,0.14285714285714285,0.0,4.0
Mike Breeden,Money,11,6,0,177.8,70.31,177.8,Orthodox,1989-04-21,5.75,45.0,7.28,42.0,0.98,30.0,67.0,0.0,36,17,0.6470588235294118,0.35294117647058826,0.0,1.5714285714285714
Melsik Baghdasaryan,The Gun,8,2,0,175.26,65.77,177.8,Southpaw,1992-01-28,5.28,61.0,3.06,58.0,0.0,0.0,72.0,0.0,33,10,0.8,0.2,0.0,2.6666666666666665
Gabriel Miglioli,Biel,9,9,0,172.72,77.11,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,18,0.5,0.5,0.0,0.9
Wendell Oliveira Marques,The Machine,29,10,0,177.8,77.11,181.80887362637364,Orthodox,1983-06-01,3.77,47.0,4.4,47.0,0.0,0.0,100.0,0.0,42,39,0.7435897435897436,0.2564102564102564,0.0,2.6363636363636362
Artem Lobov,The Russian Hammer,13,15,1,175.26,65.77,165.1,Southpaw,1986-08-11,3.52,41.0,4.82,50.0,0.39,25.0,52.0,0.0,39,29,0.4482758620689655,0.5172413793103449,0.034482758620689655,0.8125
Sai Wang,The Fire Kylin,20,6,1,182.88,77.11,181.80887362637364,Southpaw,1986-01-14,3.17,46.0,2.27,53.0,0.0,0.0,77.0,0.0,39,27,0.7407407407407407,0.2222222222222222,0.037037037037037035,2.857142857142857
Alen Amedovski,The Beast,8,4,0,177.8,83.91,187.96,Orthodox,1988-04-06,0.99,30.0,3.85,46.0,0.0,0.0,0.0,0.0,37,12,0.6666666666666666,0.3333333333333333,0.0,1.6
Koji Kitao,The Beast,1,2,0,200.66,158.76,181.80887362637364,Southpaw,1963-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,3,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333
Dalcha Lungiambula,Champion,11,6,0,172.72,83.91,193.04,Orthodox,1987-07-31,3.07,45.0,3.93,52.0,2.14,45.0,77.0,0.0,38,17,0.6470588235294118,0.35294117647058826,0.0,1.5714285714285714
Irwin Rivera,The Beast,10,6,0,167.64,61.23,170.18,Southpaw,1989-02-14,3.36,44.0,5.07,57.0,1.0,16.0,70.0,0.0,36,16,0.625,0.375,0.0,1.4285714285714286
Adam Lynn,The Beast,17,10,0,177.8,70.31,181.80887362637364,Orthodox,1987-01-21,1.47,63.0,6.95,10.0,0.0,0.0,50.0,0.0,38,27,0.6296296296296297,0.37037037037037035,0.0,1.5454545454545454
Chad Vance,The Beast,7,5,0,182.88,83.91,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,12,0.5833333333333334,0.4166666666666667,0.0,1.1666666666666667
Igor Zinoviev,Houdini,4,1,2,185.42,90.26,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,7,0.5714285714285714,0.14285714285714285,0.2857142857142857,2.0
Sam Hughes,Sampage,8,5,0,165.1,52.16,162.56,Orthodox,1992-06-28,3.79,46.0,4.23,54.0,1.12,41.0,57.0,0.0,33,13,0.6153846153846154,0.38461538461538464,0.0,1.3333333333333333
Pawel Pawlak,The Beast,12,3,0,182.88,77.11,185.42,Orthodox,1989-02-08,1.67,33.0,2.22,53.0,1.0,37.0,70.0,0.0,36,15,0.8,0.2,0.0,3.0
Ricky Johnson,The Beast,10,6,0,172.72,65.77,181.80887362637364,Orthodox,1987-01-21,1.83,25.0,6.3,36.0,0.0,0.0,0.0,0.0,38,16,0.625,0.375,0.0,1.4285714285714286
Oumar Sy,The Beast,6,0,0,178.23432467873064,92.99,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,6,1.0,0.0,0.0,6.0
