name,nickname,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,age,total_fights,win_rate,loss_rate,draw_rate,win_loss_ratio
Jong Wang Kim,The Beast,13,23,0,185.42,108.86,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,36,0.3611111111111111,0.6388888888888888,0.0,0.5416666666666666
Dan Charles,The Man,10,6,1,187.96,103.42,181.80887362637364,Orthodox,1987-01-21,2.82,45.0,3.51,44.0,0.0,0.0,31.0,0.0,38,17,0.5882352941176471,0.35294117647058826,0.058823529411764705,1.4285714285714286
Mike Aina,Iron,14,6,1,175.26,70.31,181.80887362637364,Orthodox,1987-01-21,2.87,33.0,6.33,59.0,0.0,0.0,71.0,0.0,38,21,0.6666666666666666,0.2857142857142857,0.047619047619047616,2.0
Jeremiah Labiano,The Kid,11,5,0,177.8,61.23,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,16,0.6875,0.3125,0.0,1.8333333333333333
Cyrillo Padilha,The Beast,3,3,0,180.34,70.31,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,6,0.5,0.5,0.0,0.75
Artur Oumakhanov,The Beast,9,6,0,170.18,69.85,181.80887362637364,Orthodox,1979-02-27,1.2,33.0,1.67,82.0,3.0,75.0,33.0,0.0,46,15,0.6,0.4,0.0,1.2857142857142858
Darrel Gholar,The Beast,5,6,0,172.72,88.0,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,11,0.45454545454545453,0.5454545454545454,0.0,0.7142857142857143
Dennis Reed,The Beast,45,62,1,178.23432467873064,92.99,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,108,0.4166666666666667,0.5740740740740741,0.009259259259259259,0.7142857142857143
Logan Nail,The Beast,1,1,0,178.23432467873064,83.91,181.80887362637364,Orthodox,1987-01-21,1.93,51.0,2.27,39.0,0.0,0.0,37.0,0.0,38,2,0.5,0.5,0.0,0.5
Armando Villarreal,La Lumbre,5,2,0,170.18,61.23,167.64,Southpaw,1989-08-08,3.23,55.0,4.3,52.0,3.23,25.0,0.0,0.0,36,7,0.7142857142857143,0.2857142857142857,0.0,1.6666666666666667
Joaquin Buckley,New Mansa,17,6,0,177.8,77.11,193.04,Southpaw,1994-04-27,3.87,33.0,3.31,57.0,1.51,36.0,65.0,0.0,31,23,0.7391304347826086,0.2608695652173913,0.0,2.4285714285714284
Robert Bryczek,The Beast,17,5,0,178.23432467873064,83.91,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,22,0.7727272727272727,0.22727272727272727,0.0,2.8333333333333335
Derek Anderson,Barbaric,14,3,0,182.88,70.31,181.80887362637364,Orthodox,1987-01-21,3.97,37.0,3.08,61.0,0.34,14.0,60.0,0.0,38,17,0.8235294117647058,0.17647058823529413,0.0,3.5
Bethe Correia,Pitbull,11,6,1,165.1,61.23,162.56,Orthodox,1983-06-22,4.37,43.0,4.93,56.0,0.39,18.0,85.0,0.0,42,18,0.6111111111111112,0.3333333333333333,0.05555555555555555,1.5714285714285714
Shannon Ross,The Turkish Delight,13,8,0,167.64,56.7,167.64,Switch,1989-05-12,6.58,38.0,8.93,52.0,0.0,0.0,100.0,0.0,36,21,0.6190476190476191,0.38095238095238093,0.0,1.4444444444444444
Orlando Wiet,The Gladiator,1,5,0,177.8,77.11,181.80887362637364,Southpaw,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,6,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666
Adrian Yanez,The Beast,16,5,0,170.18,61.23,177.8,Orthodox,1993-11-29,6.15,39.0,5.73,57.0,0.0,0.0,100.0,0.0,31,21,0.7619047619047619,0.23809523809523808,0.0,2.6666666666666665
Brandon Cash,Money,10,4,0,195.58,115.67,181.80887362637364,Orthodox,1987-01-21,5.42,72.0,0.68,33.0,10.17,66.0,0.0,0.0,38,14,0.7142857142857143,0.2857142857142857,0.0,2.0
Jamie Yager,The Chosyn 1,8,4,0,185.42,83.91,181.80887362637364,Orthodox,1983-11-29,3.08,39.0,2.55,63.0,0.0,0.0,66.0,0.0,41,12,0.6666666666666666,0.3333333333333333,0.0,1.6
Ben Alloway,Blanco,18,8,0,180.34,77.11,193.04,Orthodox,1981-02-19,1.28,49.0,1.9,59.0,0.62,50.0,26.0,0.0,44,26,0.6923076923076923,0.3076923076923077,0.0,2.0
Kurt Osiander,The Beast,4,1,0,178.23432467873064,83.91,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,5,0.8,0.2,0.0,2.0
Trevor Peek,The Beast,9,1,0,175.26,70.31,177.8,Switch,1995-01-09,5.09,56.0,4.37,44.0,1.76,50.0,51.0,0.0,30,10,0.9,0.1,0.0,4.5
AJ Siscoe,Let's Go,1,2,0,170.18,61.23,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,3,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333
Chris Drumm,The Beast,0,1,0,172.72,65.77,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,1,0.0,1.0,0.0,0.0
Federico Lopez,Kiko,10,6,0,162.56,63.05,181.80887362637364,Orthodox,1987-01-21,1.78,23.0,5.35,30.0,0.0,0.0,0.0,0.0,38,16,0.625,0.375,0.0,1.4285714285714286
John Dowdy,The Beast,0,1,0,178.23432467873064,77.11,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,1,0.0,1.0,0.0,0.0
Jared Hamman,The Messenger,14,6,0,190.5,83.91,190.5,Orthodox,1982-03-07,5.15,42.0,3.93,55.0,1.57,46.0,30.0,0.0,43,20,0.7,0.3,0.0,2.0
Henry Martinez,Sicario,9,4,0,170.18,70.31,175.26,Southpaw,1983-08-07,2.79,25.0,4.01,60.0,0.0,0.0,80.0,0.0,42,13,0.6923076923076923,0.3076923076923077,0.0,1.8
Jim Mullen,The Beast,0,2,0,185.42,97.52,181.80887362637364,Southpaw,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,2,0.0,1.0,0.0,0.0
Cody Pfister,The Fist,13,6,1,177.8,70.31,185.42,Orthodox,1990-07-12,1.41,25.0,2.8,51.0,2.82,30.0,0.0,0.0,35,20,0.65,0.3,0.05,1.8571428571428572
Cale Yarbrough,The Beast,8,3,0,185.42,83.91,181.80887362637364,Orthodox,1986-12-27,3.16,27.0,10.0,72.0,0.0,0.0,0.0,0.0,38,11,0.7272727272727273,0.2727272727272727,0.0,2.0
Jeremy Umphries,The Beast,5,2,0,178.23432467873064,72.57,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,7,0.7142857142857143,0.2857142857142857,0.0,1.6666666666666667
Alex Hunter,The Beast,2,0,0,175.26,102.51,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,2,1.0,0.0,0.0,2.0
Bryan Travers,The Beast,15,4,0,178.23432467873064,70.31,181.80887362637364,Orthodox,1987-01-21,2.33,48.0,3.93,55.0,2.0,28.0,63.0,0.0,38,19,0.7894736842105263,0.21052631578947367,0.0,3.0
Todd Medina,El Tiburon,11,9,0,177.8,87.54,181.80887362637364,Southpaw,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,20,0.55,0.45,0.0,1.1
Jeremy Malaterre,The Beast,4,2,0,180.34,70.31,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,6,0.6666666666666666,0.3333333333333333,0.0,1.3333333333333333
Yan Pellerin,Wild Thing,11,13,0,180.34,92.99,181.80887362637364,Orthodox,1987-01-21,0.59,25.0,0.89,66.0,4.43,100.0,0.0,0.0,38,24,0.4583333333333333,0.5416666666666666,0.0,0.7857142857142857
Danny Martinez,The Gremlin,21,8,0,167.64,56.7,170.18,Orthodox,1985-06-14,2.73,28.0,3.77,63.0,3.0,45.0,36.0,0.0,40,29,0.7241379310344828,0.27586206896551724,0.0,2.3333333333333335
Jorge Patino,Macaco,38,19,2,172.72,77.11,181.80887362637364,Orthodox,1973-08-05,1.33,30.0,3.14,53.0,0.54,25.0,50.0,0.0,52,59,0.6440677966101694,0.3220338983050847,0.03389830508474576,1.9
Paul Herrera,The Bone Crusher,1,1,0,177.8,83.91,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,2,0.5,0.5,0.0,0.5
Hector Aldana,The Beast,4,3,0,180.34,77.11,182.88,Orthodox,1988-08-17,3.59,38.0,5.08,59.0,0.93,100.0,0.0,0.0,37,7,0.5714285714285714,0.42857142857142855,0.0,1.0
Keith Berry,The Beast,15,14,1,185.42,83.91,181.80887362637364,Orthodox,1987-01-21,0.27,12.0,6.27,28.0,0.0,0.0,0.0,0.0,38,30,0.5,0.4666666666666667,0.03333333333333333,1.0
Ryan Diaz,The Beast,13,14,0,178.23432467873064,65.77,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,27,0.48148148148148145,0.5185185185185185,0.0,0.8666666666666667
Chad Robichaux,Robo,13,2,0,162.56,61.23,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,15,0.8666666666666667,0.13333333333333333,0.0,4.333333333333333
Shana Olsen,Rock Solid,5,2,0,170.18,65.77,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,7,0.7142857142857143,0.2857142857142857,0.0,1.6666666666666667
Caolan Loughran,The Don,8,1,0,167.64,61.23,172.72,Orthodox,1996-05-18,3.2,36.0,5.6,48.0,2.0,18.0,0.0,0.0,29,9,0.8888888888888888,0.1111111111111111,0.0,4.0
Harold Howard,The Beast,1,3,0,187.96,108.86,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,4,0.25,0.75,0.0,0.25
Giacomo Lemos,The Beast,6,0,0,190.5,112.04,190.5,Orthodox,1989-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,6,1.0,0.0,0.0,6.0
Eduardo Dantas,Dudu,20,4,0,177.8,61.23,181.80887362637364,Orthodox,1987-01-21,3.33,60.0,3.0,60.0,4.0,23.0,100.0,0.0,38,24,0.8333333333333334,0.16666666666666666,0.0,4.0
Marcin Prachnio,The Beast,16,7,0,190.5,92.99,187.96,Orthodox,1988-07-14,5.39,55.0,3.25,53.0,0.0,0.0,54.0,0.0,37,23,0.6956521739130435,0.30434782608695654,0.0,2.0
Dino Pezao,The Beast,1,3,0,178.23432467873064,92.99,181.80887362637364,Orthodox,1987-01-21,0.66,30.0,3.28,31.0,0.0,0.0,0.0,0.0,38,4,0.25,0.75,0.0,0.25
Mairbek Taisumov,Beckan,27,6,0,175.26,70.31,185.42,Orthodox,1988-08-08,2.98,39.0,3.03,64.0,1.34,63.0,88.0,0.0,37,33,0.8181818181818182,0.18181818181818182,0.0,3.857142857142857
Brandon Lowe,The Beast,2,1,0,178.23432467873064,70.31,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,3,0.6666666666666666,0.3333333333333333,0.0,1.0
Qiu Lun,Tibetan Knight,16,9,0,172.72,56.7,167.64,Southpaw,1997-07-08,3.51,46.0,1.78,67.0,0.67,18.0,68.0,0.0,28,25,0.64,0.36,0.0,1.6
Mike Richman,The Marine,18,7,0,172.72,61.23,181.80887362637364,Orthodox,1987-01-21,4.06,44.0,3.49,43.0,0.0,0.0,76.0,0.0,38,25,0.72,0.28,0.0,2.25
Chris Daukaus,The Beast,12,7,0,190.5,92.99,193.04,Orthodox,1989-09-25,6.05,50.0,4.64,55.0,0.0,0.0,100.0,0.0,35,19,0.631578947368421,0.3684210526315789,0.0,1.5
Kris McCray,Savage,8,5,0,182.88,77.11,193.04,Orthodox,1981-09-24,2.69,45.0,2.57,54.0,2.88,55.0,38.0,0.0,43,13,0.6153846153846154,0.38461538461538464,0.0,1.3333333333333333
Brandon Michaels,The Beast,4,14,0,175.26,83.91,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,18,0.2222222222222222,0.7777777777777778,0.0,0.26666666666666666
Bruno Lopes,Brunao,11,1,0,187.96,92.99,190.5,Orthodox,1993-04-24,5.29,35.0,8.46,53.0,0.0,0.0,0.0,0.0,32,12,0.9166666666666666,0.08333333333333333,0.0,5.5
Stoney Hale,The Skuller,5,3,0,182.88,77.11,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,8,0.625,0.375,0.0,1.25
Yoel Romero,Soldier of God,13,5,0,182.88,83.91,185.42,Southpaw,1977-04-30,3.44,49.0,3.05,60.0,1.57,30.0,78.0,0.0,48,18,0.7222222222222222,0.2777777777777778,0.0,2.1666666666666665
Jesse Butler,The Beast,12,5,0,177.8,65.77,185.42,Orthodox,1992-05-24,2.61,14.0,7.83,40.0,0.0,0.0,0.0,0.0,33,17,0.7058823529411765,0.29411764705882354,0.0,2.0
Louis Jauregui,The Beast,4,2,0,170.18,77.11,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,6,0.6666666666666666,0.3333333333333333,0.0,1.3333333333333333
Jerrel Venetiaan,The Beast,4,3,0,185.42,88.45,181.80887362637364,Orthodox,1971-03-09,0.81,33.0,1.51,67.0,0.0,0.0,60.0,0.0,54,7,0.5714285714285714,0.42857142857142855,0.0,1.0
Lv Zhenhong,The Beast,16,6,0,172.72,65.77,170.18,Switch,1993-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,22,0.7272727272727273,0.2727272727272727,0.0,2.2857142857142856
Armen Petrosyan,Superman,9,2,0,190.5,83.91,180.34,Orthodox,1990-11-02,5.97,52.0,3.03,56.0,0.23,33.0,36.0,0.0,34,11,0.8181818181818182,0.18181818181818182,0.0,3.0
Vinicius Magalhaes,Draculinho,2,1,0,178.23432467873064,65.77,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,3,0.6666666666666666,0.3333333333333333,0.0,1.0
Shang Zhifa,Northeast Flying Tiger,32,8,0,170.18,56.7,160.02,Orthodox,1986-03-15,1.27,32.0,1.27,60.0,2.0,100.0,0.0,0.0,39,40,0.8,0.2,0.0,3.5555555555555554
James Reese,JP,11,10,0,175.26,70.31,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,21,0.5238095238095238,0.47619047619047616,0.0,1.0
David Abbott,Tank,10,15,0,182.88,120.2,181.80887362637364,Switch,1987-01-21,1.35,30.0,3.55,38.0,1.07,33.0,66.0,0.0,38,25,0.4,0.6,0.0,0.625
Steven Ciaccio,Stryker,4,4,0,182.88,77.11,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,8,0.5,0.5,0.0,0.8
Charlie Campbell,The Cannibal,8,2,0,182.88,70.31,182.88,Orthodox,1995-07-03,11.03,54.0,5.42,60.0,0.0,0.0,100.0,0.0,30,10,0.8,0.2,0.0,2.6666666666666665
Nazareno Malegarie,El Tigre,28,4,0,172.72,70.31,181.80887362637364,Orthodox,1987-01-21,3.87,34.0,3.27,69.0,1.0,33.0,0.0,0.0,38,32,0.875,0.125,0.0,5.6
Christian Colombo,The Beast,8,3,1,195.58,120.2,181.80887362637364,Orthodox,1980-07-01,2.76,44.0,4.02,42.0,0.0,0.0,33.0,0.0,45,12,0.6666666666666666,0.25,0.08333333333333333,2.0
Mike Glenn,The Beast,5,6,0,178.23432467873064,92.99,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,11,0.45454545454545453,0.5454545454545454,0.0,0.7142857142857143
Craig Zellner,Big Z,4,3,0,187.96,92.99,181.80887362637364,Orthodox,1976-09-09,0.61,9.0,4.65,61.0,0.0,0.0,0.0,0.0,49,7,0.5714285714285714,0.42857142857142855,0.0,1.0
Sergio Gomez,The Beast,10,3,0,167.64,70.31,181.80887362637364,Orthodox,1982-04-29,1.5,42.0,1.16,56.0,2.57,66.0,31.0,0.0,43,13,0.7692307692307693,0.23076923076923078,0.0,2.5
Roshaun Jones,The Beast,2,6,0,172.72,61.23,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,8,0.25,0.75,0.0,0.2857142857142857
Joey Gomez,The Beast,7,1,0,177.8,70.31,180.34,Orthodox,1989-08-29,3.73,49.0,3.33,50.0,2.0,28.0,0.0,0.0,36,8,0.875,0.125,0.0,3.5
Brad Kohler,The Beast,12,15,0,175.26,99.79,181.80887362637364,Orthodox,1964-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,27,0.4444444444444444,0.5555555555555556,0.0,0.75
Rashad Coulter,Daywalker,9,4,0,180.34,92.99,193.04,Orthodox,1981-11-27,4.82,56.0,6.68,50.0,0.0,0.0,62.0,0.0,43,13,0.6923076923076923,0.3076923076923077,0.0,1.8
Antonio Carvalho,Pato,15,6,0,175.26,65.77,177.8,Orthodox,1979-05-30,3.03,29.0,3.62,64.0,0.0,0.0,100.0,0.0,46,21,0.7142857142857143,0.2857142857142857,0.0,2.142857142857143
Zubaira Tukhugov,Warrior,20,6,1,172.72,70.31,172.72,Orthodox,1991-01-15,3.17,39.0,3.07,63.0,2.13,39.0,100.0,0.0,34,27,0.7407407407407407,0.2222222222222222,0.037037037037037035,2.857142857142857
Manuel Torres,El Loco,14,2,0,177.8,70.31,185.42,Switch,1995-03-25,9.66,58.0,3.76,56.0,0.0,0.0,100.0,0.0,30,16,0.875,0.125,0.0,4.666666666666667
Raphael Pessoa,Bebezao,10,2,0,190.5,118.84,198.12,Orthodox,1989-03-09,2.16,26.0,3.43,42.0,0.0,0.0,100.0,0.0,36,12,0.8333333333333334,0.16666666666666666,0.0,3.3333333333333335
Jason Novelli,Flipside,11,3,1,182.88,70.31,181.80887362637364,Orthodox,1979-06-08,1.73,24.0,3.55,66.0,0.7,33.0,100.0,0.0,46,15,0.7333333333333333,0.2,0.06666666666666667,2.75
Magomed Gadzhiyasulov,The Beast,8,0,0,187.96,92.99,190.5,Orthodox,1993-11-04,4.87,46.0,1.6,73.0,6.0,85.0,100.0,0.0,31,8,1.0,0.0,0.0,8.0
Lance Gibson,Fearless,4,5,0,175.26,83.91,181.80887362637364,Orthodox,1970-11-20,1.21,75.0,6.44,20.0,0.0,0.0,0.0,0.0,54,9,0.4444444444444444,0.5555555555555556,0.0,0.6666666666666666
TJ Cook,The Beast,13,5,0,178.23432467873064,92.99,181.80887362637364,Orthodox,1987-01-21,2.3,47.0,3.18,54.0,1.01,50.0,0.0,0.0,38,18,0.7222222222222222,0.2777777777777778,0.0,2.1666666666666665
Chris Cope,C-Murder,8,4,0,182.88,77.11,182.88,Orthodox,1983-03-05,3.96,26.0,4.82,50.0,0.0,0.0,80.0,0.0,42,12,0.6666666666666666,0.3333333333333333,0.0,1.6
Martin Svensson,The Beast,15,6,0,185.42,70.31,181.80887362637364,Orthodox,1987-01-21,2.02,38.0,5.91,38.0,0.0,0.0,0.0,0.0,38,21,0.7142857142857143,0.2857142857142857,0.0,2.142857142857143
Matt Helm,The Beast,1,1,0,178.23432467873064,70.31,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,2,0.5,0.5,0.0,0.5
Hilarie Rose,The Beast,4,2,0,160.02,52.16,160.02,Orthodox,1992-11-11,2.33,33.0,6.13,44.0,0.0,0.0,100.0,0.0,32,6,0.6666666666666666,0.3333333333333333,0.0,1.3333333333333333
Viacheslav Borshchev,Slava Claus,7,3,1,180.34,70.31,175.26,Orthodox,1992-01-08,5.82,58.0,4.07,56.0,0.0,0.0,36.0,0.0,33,11,0.6363636363636364,0.2727272727272727,0.09090909090909091,1.75
Tyra Parker,The Beast,4,5,0,165.1,52.16,181.80887362637364,Orthodox,1987-01-21,1.5,22.0,9.0,14.0,0.0,0.0,0.0,0.0,38,9,0.4444444444444444,0.5555555555555556,0.0,0.6666666666666666
Humberto DeLeon,The Beast,7,7,0,178.23432467873064,61.23,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,14,0.5,0.5,0.0,0.875
Katsuya Inoue,The Beast,19,9,4,175.26,76.2,181.80887362637364,Southpaw,1979-08-10,3.41,24.0,12.89,51.0,0.0,0.0,66.0,0.0,46,32,0.59375,0.28125,0.125,1.9
Robert Breslin,The Bullet,3,9,0,180.34,70.31,181.80887362637364,Orthodox,1987-01-21,2.21,46.0,3.5,66.0,1.38,100.0,50.0,0.0,38,12,0.25,0.75,0.0,0.3
Takashi Sato,Ten,16,7,0,177.8,77.11,185.42,Southpaw,1990-06-09,2.21,41.0,3.73,44.0,0.76,37.0,60.0,0.0,35,23,0.6956521739130435,0.30434782608695654,0.0,2.0
Jason Blackford,The Beast,3,3,0,178.23432467873064,77.11,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,6,0.5,0.5,0.0,0.75
Roshan Mainam,The Indian Notorious,6,3,0,178.23432467873064,61.23,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,9,0.6666666666666666,0.3333333333333333,0.0,1.5
Daichi Abe,The Beast,6,2,0,180.34,77.11,180.34,Orthodox,1991-11-27,3.8,33.0,4.49,56.0,0.33,50.0,0.0,0.0,33,8,0.75,0.25,0.0,2.0
Aaron Jeffery,The Beast,10,3,0,187.96,83.91,185.42,Orthodox,1992-11-14,3.1,45.0,4.46,34.0,0.0,0.0,50.0,0.0,32,13,0.7692307692307693,0.23076923076923078,0.0,2.5
YeDam Seo,The Beast,6,3,0,157.48,52.16,160.02,Orthodox,1992-03-20,0.33,15.0,2.27,55.0,0.0,0.0,0.0,0.0,33,9,0.6666666666666666,0.3333333333333333,0.0,1.5
Charlie Ontiveros,American Bad Boy,11,9,0,187.96,70.31,187.96,Switch,1991-07-04,1.89,41.0,5.86,31.0,0.0,0.0,30.0,0.0,34,20,0.55,0.45,0.0,1.1
Rob Yundt,Monster,9,5,0,185.42,83.91,181.80887362637364,Orthodox,1980-05-05,1.37,41.0,2.55,31.0,2.94,100.0,0.0,0.0,45,14,0.6428571428571429,0.35714285714285715,0.0,1.5
Salvador Becerra,The Beast,5,2,0,175.26,70.31,181.80887362637364,Orthodox,1987-01-21,4.57,31.0,3.83,58.0,0.0,0.0,66.0,0.0,38,7,0.7142857142857143,0.2857142857142857,0.0,1.6666666666666667
Lee Higgins,The Beast,2,1,0,178.23432467873064,70.31,181.80887362637364,Orthodox,1987-01-21,1.02,26.0,3.68,40.0,0.0,0.0,0.0,0.0,38,3,0.6666666666666666,0.3333333333333333,0.0,1.0
Andre Gusmao,The Beast,6,3,0,182.88,92.99,181.80887362637364,Orthodox,1977-05-19,2.79,43.0,3.28,60.0,0.0,0.0,60.0,0.0,48,9,0.6666666666666666,0.3333333333333333,0.0,1.5
Kazuhiro Hamanaka,The Beast,5,7,1,182.88,83.91,181.80887362637364,Southpaw,1978-10-24,1.7,37.0,0.91,60.0,0.0,0.0,50.0,0.0,46,13,0.38461538461538464,0.5384615384615384,0.07692307692307693,0.625
Joshua Van,The Fearless,9,1,0,165.1,56.7,165.1,Orthodox,2001-10-10,9.2,51.0,5.93,63.0,1.0,33.0,87.0,0.0,23,10,0.9,0.1,0.0,4.5
Edgar Cardenas,Kitty Katt,4,1,0,178.23432467873064,65.77,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,5,0.8,0.2,0.0,2.0
Soa Palelei,The Hulk,22,5,0,193.04,120.2,205.74,Orthodox,1977-07-12,2.47,57.0,2.68,48.0,2.2,47.0,66.0,0.0,48,27,0.8148148148148148,0.18518518518518517,0.0,3.6666666666666665
Krishaun Gilmore,The Beast,0,1,0,178.23432467873064,77.11,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,1,0.0,1.0,0.0,0.0
John Lober,The Machine,5,9,4,180.34,90.26,181.80887362637364,Orthodox,1968-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,18,0.2777777777777778,0.5,0.2222222222222222,0.5
Kyosuke Sasaki,The Beast,3,7,4,170.18,83.01,181.80887362637364,Southpaw,1987-01-21,0.33,45.0,0.93,46.0,0.0,0.0,0.0,0.0,38,14,0.21428571428571427,0.5,0.2857142857142857,0.375
Li Jingliang,The Leech,19,8,0,182.88,77.11,180.34,Orthodox,1988-03-20,4.46,42.0,3.84,57.0,1.25,41.0,60.0,0.0,37,27,0.7037037037037037,0.2962962962962963,0.0,2.111111111111111
Alptekin Ozkilic,The Turkish Delight,9,5,0,165.1,56.7,165.1,Orthodox,1986-03-27,3.81,32.0,5.72,59.0,4.21,58.0,75.0,0.0,39,14,0.6428571428571429,0.35714285714285715,0.0,1.5
Jacqueline Cavalcanti,The Beast,6,1,0,172.72,61.23,177.8,Orthodox,1997-08-29,8.4,57.0,2.6,84.0,0.0,0.0,100.0,0.0,28,7,0.8571428571428571,0.14285714285714285,0.0,3.0
Victor Rodriguez,Vicious,7,4,0,165.1,56.7,170.18,Switch,1992-09-05,1.59,37.0,6.11,50.0,0.0,0.0,0.0,0.0,33,11,0.6363636363636364,0.36363636363636365,0.0,1.4
Brett Tillis,The Beast,0,0,0,178.23432467873064,65.77,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0,,,,0.0
Orion Cosce,Galaxy,8,2,0,180.34,77.11,180.34,Switch,1994-07-15,2.77,53.0,4.02,44.0,1.92,40.0,61.0,0.0,31,10,0.8,0.2,0.0,2.6666666666666665
Josh Copeland,Cuddly Bear,12,4,0,185.42,120.2,181.80887362637364,Orthodox,1982-10-20,1.03,31.0,3.01,55.0,0.0,0.0,57.0,0.0,42,16,0.75,0.25,0.0,2.4
Shannon Ritch,The Cannon,56,83,0,175.26,86.18,181.80887362637364,Orthodox,1970-09-27,1.0,100.0,6.0,50.0,0.0,0.0,0.0,0.0,54,139,0.4028776978417266,0.5971223021582733,0.0,0.6666666666666666
Katsuhiko Nagata,The Beast,6,7,3,170.18,69.85,181.80887362637364,Southpaw,1973-10-31,1.05,19.0,1.5,63.0,0.98,28.0,28.0,0.0,51,16,0.375,0.4375,0.1875,0.75
Saparbeg Safarov,The Beast,9,3,0,185.42,83.91,198.12,Orthodox,1986-10-14,4.03,48.0,2.96,47.0,2.52,41.0,33.0,0.0,38,12,0.75,0.25,0.0,2.25
